8629,0.026000,0.998140,-0.000820,-0.022222,-0.001553,0.090442,0,0.0,0,-0.023775,0,3,19
8674,0.026000,1.002045,0.000903,-0.022222,-0.002819,0.025041,0,0.0,0,-0.025041,0,4,0
8720,0.027000,0.999355,-0.000290,0.065217,-0.000651,0.042826,0,0.0,0,0.064565,0,5,1
8764,0.026000,1.000301,0.000129,0.022727,-0.000495,0.044959,0,0.0,0,0.022232,0,6,2
8809,0.024000,1.001071,0.000472,-0.088888,0.000174,0.044269,0,0.0,0,-0.088713,0,7,3
8854,0.023000,0.999289,-0.000313,0.066666,0.000394,0.089282,0,0.0,0,0.067060,0,8,4
8899,0.024000,0.999643,-0.000157,0.0,0.000901,0.021320,0,0.0,0,0.000901,0,9,5
8943,0.027000,1.001801,0.000777,0.021739,-0.000159,0.046601,0,0.0,0,0.021580,0,10,6
8987,0.025000,0.999979,-0.000008,-0.022727,0.000909,0.023636,0,0.0,0,-0.021818,0,11,7
9032,0.027000,0.999139,-0.000379,-0.044444,0.000770,0.088118,0,0.0,0,-0.043674,0,12,8
9076,0.027000,0.998956,-0.000450,-0.022222,-0.000082,0.022304,0,0.0,0,-0.022304,0,13,9
9120,0.023000,1.002247,0.000969,0.022222,-0.000219,0.112912,0,0.0,0,0.022003,0,14,10
9164,0.024000,1.001258,0.000543,0.068181,0.000908,0.046362,0,0.0,0,0.069089,0,15,11
9208,0.025000,1.001120,0.000483,-0.045454,0.000673,0.067508,0,0.0,0,-0.044780,0,16,12
9253,0.025000,1.001293,0.000571,0.044444,0.001166,0.045610,0,0.0,0,0.045610,0,17,13
9299,0.027000,0.997850,-0.000970,0.0,0.002117,0.041360,0,0.0,0,0.002117,0,18,14
9343,0.023000,0.999948,-0.000022,-0.090909,0.001597,0.001597,0,0.0,0,-0.089311,0,19,15
9389,0.026000,1.000149,0.000067,0.022727,0.000605,0.041884,0,0.0,0,0.023333,0,0,16
9433,0.027000,0.999586,-0.000178,0.022727,0.000129,0.000129,0,0.0,0,0.022857,0,1,17
9479,0.026000,0.999898,-0.000044,0.0,-0.000532,0.021690,0,0.0,0,-0.000532,0,2,18
9523,0.027000,0.999658,-0.000150,0.043478,-0.001147,0.020108,0,0.0,0,0.042330,0,3,19
9569,0.027000,1.001842,0.000831,-0.090909,-0.000328,0.091237,0,0.0,0,-0.091237,0,4,0
9613,0.025000,0.999400,-0.000258,0.065217,0.000524,0.111196,0,0.0,0,0.065742,0,5,1
9659,0.026000,1.000797,0.000359,0.022727,0.000198,0.001186,0,0.0,0,0.022925,0,6,2
9703,0.026000,0.999874,-0.000054,-0.022222,0.000736,0.021485,0,0.0,0,-0.021485,0,7,3
9748,0.025000,0.997940,-0.000909,0.022222,0.000727,0.045171,0,0.0,0,0.022949,0,8,4
9793,0.024000,1.001785,0.000788,0.0,-0.000031,0.022190,0,0.0,0,-0.000031,0,9,5
9839,0.022000,0.998979,-0.000460,-0.045454,-0.000074,0.002050,0,0.0,0,-0.045528,0,10,6
9883,0.027000,1.000591,0.000255,0.021739,-0.000275,0.092172,0,0.0,0,0.021463,0,11,7
9929,0.027000,0.998354,-0.000742,0.0,-0.000380,0.000380,0,0.0,0,-0.000380,0,12,8
9973,0.022000,1.000169,0.000072,-0.022222,-0.001068,0.090345,0,0.0,0,-0.023290,0,13,9
10017,0.026000,0.999408,-0.000255,-0.022222,-0.000086,0.113217,0,0.0,0,-0.022308,0,14,10
10062,0.026000,1.002150,0.000949,-0.043478,-0.001130,0.044608,0,0.0,0,-0.044608,0,15,11
