814.837,612768,stateEstimate.z,0.02901937998831272
814.837,612768,stateEstimate.vz,0.0001848303945735097
814.837,612768,posCtl.targetZ,0.4000000059604645
814.837,612768,acc.z,0.9988734126091003
814.837,612768,acc.zslope,0
814.837,612768,range.zrange,29.0
814.837,612768,range.zslope,0
864.973,612819,stateEstimate.z,0.030087901279330254
864.973,612819,stateEstimate.vz,0.0016282886499539018
864.973,612819,posCtl.targetZ,0.4000000059604645
864.973,612819,acc.z,1.0030103921890259
864.973,612819,acc.zslope,0
864.973,612819,range.zrange,31.0
864.973,612819,range.zslope,0
915.341,612868,stateEstimate.z,0.030187902972102165
915.341,612868,stateEstimate.vz,0.002502460964024067
915.341,612868,posCtl.targetZ,0.4000000059604645
915.341,612868,acc.z,0.9999114274978638
915.341,612868,acc.zslope,0
915.341,612868,range.zrange,30.0
915.341,612868,range.zslope,0
965.398,612919,stateEstimate.z,0.031136734411120415
965.398,612919,stateEstimate.vz,0.006286184769123793
965.398,612919,posCtl.targetZ,0.4000000059604645
965.398,612919,acc.z,1.0033646821975708
965.398,612919,acc.zslope,0
965.398,612919,range.zrange,30.0
965.398,612919,range.zslope,0
1016.263,612968,stateEstimate.z,0.031409379094839096
1016.263,612968,stateEstimate.vz,0.007318805903196335
1016.263,612968,posCtl.targetZ,0.4000000059604645
1016.263,612968,acc.z,1.0014314651489258
1016.263,612968,acc.zslope,0
1016.263,612968,range.zrange,32.0
1016.263,612968,range.zslope,0
1064.923,613018,stateEstimate.z,0.03150687366724014
1064.923,613018,stateEstimate.vz,0.006470107473433018
1064.923,613018,posCtl.targetZ,0.4000000059604645
1064.923,613018,acc.z,0.9997297525405884
1064.923,613018,acc.zslope,0
1064.923,613018,range.zrange,31.0
1064.923,613018,range.zslope,0
1113.657,613068,stateEstimate.z,0.03068491816520691
1113.657,613068,stateEstimate.vz,0.001015261048451066
1113.657,613068,posCtl.targetZ,0.4000000059604645
1113.657,613068,acc.z,0.9997600317001343
1113.657,613068,acc.zslope,0
1113.657,613068,range.zrange,29.0
1113.657,613068,range.zslope,0
1164.929,613119,stateEstimate.z,0.0290384441614151
1164.929,613119,stateEstimate.vz,-0.0072936718352139
1164.929,613119,posCtl.targetZ,0.4000000059604645
1164.929,613119,acc.z,1.0033050775527954
1164.929,613119,acc.zslope,0
1164.929,613119,range.zrange,27.0
1164.929,613119,range.zslope,-4.53704419840198
1215.083,613169,stateEstimate.z,0.028753995895385742
1215.083,613169,stateEstimate.vz,-0.008072374388575554
1215.083,613169,posCtl.targetZ,0.4000000059604645
1215.083,613169,acc.z,0.9911244511604309
1215.083,613169,acc.zslope,-0.018731699325870904
1215.083,613169,range.zrange,29.0
1215.083,613169,range.zslope,-7.873304028467584
1265.511,613219,stateEstimate.z,0.029020939022302628
1265.511,613219,stateEstimate.vz,-0.0009642342338338494
1265.511,613219,posCtl.targetZ,0.4000000059604645
1265.511,613219,acc.z,1.0620238780975342
1265.511,613219,acc.zslope,0.09014445783624116
1265.511,613219,range.zrange,30.0
1265.511,613219,range.zslope,-5.241606794183997
1315.376,613268,stateEstimate.z,0.028360318392515182
1315.376,613268,stateEstimate.vz,0.04471110925078392
1315.376,613268,posCtl.targetZ,0.4000000059604645
1315.376,613268,acc.z,1.194176435470581
1315.376,613268,acc.zslope,0.3838337727753194
1315.376,613268,range.zrange,19.0
1315.376,613268,range.zslope,-22.573309737207666
1364.642,613318,stateEstimate.z,0.01781608909368515
1364.642,613318,stateEstimate.vz,0.08022420108318329
1364.642,613318,posCtl.targetZ,0.4000000059604645
1364.642,613318,acc.z,1.2205172777175903
1364.642,613318,acc.zslope,0.6361327665726484
1364.642,613318,range.zrange,2.0
